index,Player,NBA_DraftNumber,Salary,Signed Using,Guaranteed,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%
172,Nik Stauskas,8,"$3,807,146",1st Round Pick,"$3,807,146",24,BRK,31,414,10,0.559,0.682,0.155,0.8,13.8,7.2,10.9,0.5,0.5
173,Nik Stauskas,8,"$3,807,146",1st Round Pick,"$3,807,146",24,TOT,37,459,9.1,0.554,0.669,0.165,0.7,12.6,6.6,10.1,0.8,0.5
174,Nigel Hayes,62,"$92,160",,$0,23,LAL,2,11,9.8,0.436,0.667,0.333,0,0,0,24.2,0,0
175,Nigel Hayes,62,"$92,160",,$0,23,TOR,2,6,34.9,1.5,1,0,0,0,0,0,0,0
176,Nigel Hayes,62,"$92,160",,$0,23,TOT,6,60,2.4,0.362,0.611,0.167,1.8,8,4.7,11,0,1.6
177,Nigel Hayes,62,"$92,160",,$0,23,SAC,2,43,-4,0.18,0.538,0.154,2.5,11.1,6.6,9.2,0,2.2
178,Nicolas Brussino,62,"$1,312,611",,"$1,312,611",24,ATL,4,10,-4.6,0,1,0,0,33.5,16.8,0,0,0
179,Nicolas Batum,25,"$22,434,783",Cap Space,"$72,000,000",29,CHO,61,1918,14.3,0.518,0.422,0.204,3,13.8,8.3,26,1.6,1
180,Nick Young,16,"$5,192,000",MLE,"$5,192,000",32,GSW,76,1307,10.1,0.562,0.669,0.123,1.8,7.5,4.8,3.5,1.3,0.4
181,Nick Collison,12,"$2,328,652",Minimum Salary,"$2,328,652",37,OKC,13,72,13.8,0.666,0,0.421,8.9,20.7,14.6,8.6,0,0
182,Nerlens Noel,6,"$4,187,599",1st Round Pick,"$4,187,599",23,DAL,30,472,16.2,0.558,0.01,0.267,11,29.1,19.8,6.3,3.3,4.1
183,Nene Hilario,7,"$3,477,600",Non-Bird Rights,"$10,954,440",35,HOU,50,732,17,0.604,0.009,0.442,8.1,18.5,13.3,9.6,1.8,1.6
184,Nemanja Bjelica,35,"$3,949,999",MLE,"$3,949,999",29,MIN,63,1286,12.9,0.598,0.49,0.13,4.2,19.1,11.6,8.6,1.7,1
185,Naz Mitrou-Long,62,"$92,160",,"$50,000",24,UTA,1,1,134.1,1.5,1,0,0,0,0,0,0,0
186,Nate Wolters,38,"$50,000",,"$50,000",26,UTA,5,19,-2.9,0.167,0,0,6.1,5.9,6,7.1,0,0
187,Myles Turner,11,"$2,569,920",1st round pick,"$5,980,204",21,IND,61,1761,17.6,0.581,0.241,0.333,5.9,20.1,13.1,7.2,1.1,5.7
188,Myke Henry,62,$0,,$0,25,MEM,16,301,8.7,0.464,0.553,0.118,3,8.7,5.8,8.6,3.7,1.6
189,Montrezl Harrell,32,"$1,471,382",,"$1,471,382",24,LAC,72,1190,24.9,0.656,0.012,0.417,9.3,17.1,13.3,9.2,1.3,3.3
190,Monte Morris,51,$0,,$0,22,DEN,3,25,27.1,0.727,0.167,0.333,0,9,4.5,41.1,5.9,0
191,Mirza Teletovic,62,"$10,500,000",,"$21,000,000",32,MIL,10,159,13.5,0.623,0.789,0,2.2,14.8,8.5,9.5,1.3,0.5
192,Mindaugas Kuzminskas,62,"$3,025,035",,"$3,025,035",28,NYK,1,2,-41.1,0,0,0,0,0,0,0,0,0
193,Milton Doyle,62,$0,,$0,24,BRK,7,75,4.5,0.321,0.483,0.172,2.8,14.3,8.5,9.8,2.6,1
194,Milos Teodosic,62,"$6,000,000",MLE,"$6,000,000",30,LAC,45,1134,11.7,0.564,0.644,0.128,1.6,10.5,6.1,26.2,1,0.4
195,Miles Plumlee,26,"$12,500,000",Bird Rights,"$37,500,000",29,ATL,52,888,10.7,0.57,0,0.328,9.6,18.5,14,7.3,0.9,2.9
196,Mike Scott,43,"$1,709,538",Minimum Salary,"$1,709,538",29,WAS,72,1320,13.7,0.608,0.313,0.14,3.7,15.8,9.8,8.9,0.8,0.7
197,Mike Muscala,44,"$5,000,000",Cap space,"$5,000,000",26,ATL,50,984,14.6,0.599,0.526,0.203,6,18.3,12.2,7,1.5,2.3
198,Mike James,62,"$87,552",,"$87,552",27,NOP,4,18,3.5,0.222,0.111,0,6.2,0,3,43.8,2.7,0
199,Mike James,62,"$87,552",,"$87,552",27,PHO,32,669,14.2,0.476,0.311,0.269,1.9,12.6,7.1,29.1,1.9,0.8
200,Mike James,62,"$87,552",,"$87,552",27,TOT,36,687,13.9,0.469,0.305,0.262,2,12.2,7,29.5,2,0.8
201,Mike Conley,4,"$28,530,608",Cap Space,"$113,989,729",30,MEM,12,373,15.5,0.52,0.458,0.393,0,8.6,4.2,22.3,1.6,0.8
202,Michael Kidd-Gilchrist,2,"$13,000,000",1st Round Pick,"$26,000,000",24,CHO,71,1778,12.6,0.534,0.004,0.296,4.9,13.2,9,6,1.3,1.5
203,Michael Carter-Williams,11,"$2,700,000",Bi-annual Exception,"$2,700,000",26,CHO,52,835,10.9,0.446,0.258,0.389,4.7,13.4,8.9,19.5,2.6,2.3
204,Michael Beasley,2,"$2,116,955",Minimum Salary,"$2,116,955",29,NYK,70,1582,17.7,0.557,0.101,0.195,6.3,21.5,13.9,12.4,1,2.2
205,Meyers Leonard,11,"$9,904,495",Cap Space,"$31,786,516",25,POR,30,237,16.8,0.661,0.333,0.139,5.1,24.2,14.8,10.6,1.3,0
206,Maxi Kleber,62,"$815,615",Minimum Salary,"$815,615",26,DAL,69,1155,12.9,0.567,0.407,0.203,6.3,14.8,10.4,6.1,1.1,3.4
207,Maurice Harkless,15,"$10,162,922",Cap Space,"$32,511,235",24,POR,59,1264,12.6,0.596,0.397,0.199,4,9.9,7,6,1.9,2.8
208,Matthew Dellavedova,62,"$9,607,500",Cap Space,"$28,822,500",27,MIL,37,702,8.7,0.506,0.517,0.168,2.2,8.4,5.3,27.3,1,0
209,Matt Williams,62,"$50,000",,"$50,000",24,MIA,3,11,-0.7,0.417,0.833,0,0,10.2,5.1,0,0,0
210,Matt Costello,62,$0,,$0,24,SAS,4,32,9.7,0.5,0,0,3.4,27.9,15.6,8.3,3.2,5.2
211,Mason Plumlee,22,"$14,041,096",Cap space,"$41,000,000",27,DEN,70,1373,16.8,0.582,0.003,0.48,10.3,21,15.6,14.6,1.7,4.7
212,Marvin Williams,2,"$13,168,750",Cap Space,"$27,256,250",31,CHO,75,1941,13.3,0.593,0.537,0.223,3.9,16.4,10,6.7,1.3,1.5
213,MarShon Brooks,25,"$86,119",,$0,29,MEM,3,76,38.1,0.733,0.405,0.31,4.5,4.7,4.6,32.6,3.3,1.2
214,Marshall Plumlee,62,"$100,000",,"$100,000",25,MIL,8,52,10.9,0.697,0,5.333,9.1,29.3,19.3,4.8,0,1.6
215,Marreese Speights,16,"$2,116,955",Minimum Salary,"$2,116,955",30,ORL,50,647,13.9,0.541,0.678,0.158,3.4,18.7,11,9.5,0.5,2.7
216,Marquis Teague,29,"$83,129",,$0,24,MEM,3,74,5.8,0.302,0.25,0.313,1.5,8,4.7,24.9,2.7,0
217,Marquese Chriss,8,"$3,073,800",1st Rd pick,"$6,279,960",20,PHO,71,1501,10.8,0.504,0.401,0.319,5.1,22.8,13.8,8.1,1.6,3.8
218,Markieff Morris,13,"$8,000,000",Bird Rights,"$16,600,000",28,WAS,69,1872,13.3,0.573,0.298,0.181,4.3,19.3,11.8,10.8,1.4,1.8
219,Markelle Fultz,1,"$7,026,240",1st Round Pick,"$15,366,120",19,PHI,10,176,10.3,0.404,0.014,0.233,4.5,10,7.4,27.6,1.6,1.4
220,Markel Brown,44,$0,,$0,26,HOU,4,31,-1.3,0.357,0.714,0,3.7,14.5,9.1,8.7,0,0
221,Mario Hezonja,5,"$4,078,320",1st round pick,"$4,078,320",22,ORL,71,1544,13.6,0.544,0.437,0.162,2.7,16,9.3,9.4,2.4,1.6
222,Mario Chalmers,34,"$2,106,407",Minimum Salary,"$2,106,407",31,MEM,62,1353,10.1,0.5,0.424,0.298,1.1,12,6.4,21.6,2.8,0.8
223,Marcus Smart,6,"$4,538,020",1st Round Pick,"$4,538,020",23,BOS,54,1614,10.8,0.479,0.483,0.258,3,9.8,6.4,23.9,2.2,1.2
224,Marcus Paige,55,$0,,$0,24,CHO,2,15,18.8,0.507,0.375,0.25,0,22.1,10.8,22.1,0,0
225,Marcus Morris,14,"$5,000,000",Bird Rights,"$10,375,000",28,BOS,52,1398,14.8,0.547,0.385,0.255,3.4,18.7,11.2,8,1.2,0.7
226,Marcus Georges-Hunt,62,"$1,312,611",Minimum Salary,"$1,312,611",23,MIN,41,223,6.3,0.498,0.298,0.447,3.6,4.7,4.2,4.1,1.3,0
227,Marco Belinelli,18,"$6,306,060",,"$6,306,060",31,TOT,76,1838,14,0.581,0.508,0.216,1.1,7.1,4.1,11.9,1.6,0.4
228,Marco Belinelli,18,"$6,306,060",,"$6,306,060",31,PHI,24,628,13.6,0.637,0.502,0.197,0.9,5.5,3.3,8.7,1.2,0.8
229,Marco Belinelli,18,"$6,306,060",,"$6,306,060",31,ATL,52,1210,14.1,0.555,0.51,0.225,1.2,7.9,4.6,13.6,1.9,0.2
230,Marcin Gortat,57,"$12,782,609",Bird Rights,"$26,347,827",33,WAS,78,1967,14.9,0.55,0,0.299,9.8,24.1,17,10.8,1,2.6
231,Marc Gasol,48,"$22,642,350",Bird Rights,"$46,761,375",33,MEM,72,2374,17.3,0.531,0.309,0.33,3.6,25.4,14.2,21.5,1.1,4
232,Manu Ginobili,57,"$2,500,000",,"$5,000,000",40,SAS,62,1241,12.4,0.544,0.409,0.285,1.7,10.1,5.9,18.8,1.7,1.1
233,Mangok Mathiang,62,$0,,$0,25,CHO,4,20,18.1,0.538,0,0.143,15.9,38.7,27.1,0,2.4,0
234,Malik Monk,11,"$2,904,480",1st Round Pick,"$6,351,960",19,CHO,60,778,8.5,0.457,0.571,0.071,1.1,8.1,4.5,15.4,1.1,0.9
235,Malik Beasley,19,"$1,700,640",1st Round pick,"$3,474,480",21,DEN,61,581,8.8,0.504,0.458,0.186,2.7,11,6.9,7.4,1.3,1
236,Malcolm Miller,62,$0,,$0,24,TOR,15,126,8.9,0.638,0.75,0.143,3.6,9.6,6.7,3.2,0.4,1.3
237,Malcolm Delaney,62,"$2,500,000",Room Exception,"$2,500,000",28,ATL,54,1014,10.7,0.519,0.435,0.323,1,10,5.5,23.5,1.7,0.5
238,Malcolm Brogdon,36,"$1,312,611",Cap Space,"$1,312,611",25,MIL,46,1404,14.3,0.579,0.319,0.174,1.9,10.8,6.4,16.3,1.5,0.8
239,Malachi Richardson,22,"$1,504,560",1st Round pick,"$3,073,920",22,TOR,1,5,10.5,0.5,0.5,0,0,22.1,11.2,0,0,0
240,Malachi Richardson,22,"$1,504,560",1st Round pick,"$3,073,920",22,SAC,25,319,5.8,0.445,0.443,0.25,1.7,10.5,5.9,5.7,1.6,0.3
241,Malachi Richardson,22,"$1,504,560",1st Round pick,"$3,073,920",22,TOT,26,324,5.9,0.446,0.444,0.244,1.7,10.7,6,5.6,1.6,0.3
242,Luol Deng,7,"$17,190,000",Cap Space,"$54,000,000",32,LAL,1,13,5.5,0.5,0,0,0,0,0,10.1,3.7,0
243,Luke Kornet,62,$0,,$0,22,NYK,16,239,11.5,0.436,0.678,0.044,4.7,18,11.4,11.2,1,4
244,Luke Kennard,12,"$2,759,280",1st Round Pick,"$6,034,560",21,DET,69,1339,11.6,0.55,0.42,0.157,1.6,11.5,6.4,12.4,1.5,0.9
245,Luke Babbitt,16,"$1,974,159",Minimum Salary,"$987,080",28,ATL,37,570,12,0.636,0.661,0.131,1,14.9,7.9,7,0.6,0.8
246,Luke Babbitt,16,"$1,974,159",Minimum Salary,"$987,080",28,TOT,49,708,10.2,0.587,0.72,0.104,1.1,14.1,7.6,6.6,0.6,0.8
247,Luke Babbitt,16,"$1,974,159",Minimum Salary,"$987,080",28,MIA,12,138,2.5,0.384,0.953,0,1.6,10.6,6.1,5,0.4,1.2
248,Luis Montero,62,"$50,000",,"$50,000",24,DET,2,8,-15.5,0,0,0,0,28.2,13.8,0,0,0
249,Lucas Nogueira,16,"$2,947,305",1st Round Pick,"$2,947,305",25,TOR,47,404,17.5,0.661,0.234,0.364,4.8,18.6,11.8,7,2.8,8.3
250,Luc Mbah a Moute,37,"$2,116,955",Minimum Salary,"$2,116,955",31,HOU,58,1507,10.1,0.601,0.506,0.271,1.6,11.8,6.7,5.1,2.1,1.4
251,Lou Williams,45,"$7,000,000",Cap Space,"$23,000,000",31,LAC,77,2527,20.5,0.575,0.391,0.36,1.8,6.7,4.3,26.5,1.6,0.6
252,Lorenzo Brown,52,$0,,$0,27,TOR,13,114,6.6,0.406,0.32,0.08,0,9.7,4.9,13.6,1.7,0
253,Lonzo Ball,2,"$6,286,560",1st Round Pick,"$13,748,520",20,LAL,52,1780,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29,2.4,2
254,London Perrantes,62,$0,,$0,23,CLE,13,33,-1.4,0.205,0.333,0.5,0,6.7,3.4,18.8,0,0
255,LeBron James,1,"$33,285,709",Early Bird,"$33,285,709",33,CLE,78,2898,28.5,0.62,0.254,0.33,3.6,22.3,13.1,44,1.9,2.1
256,Lauri Markkanen,7,"$3,821,640",1st Round Pick,"$8,357,760",20,CHI,65,1949,15.3,0.551,0.466,0.188,3.9,23.6,13.4,6.2,0.9,1.8
257,Larry Nance,27,"$1,471,382",1st Round pick,"$3,743,773",25,TOT,62,1367,20.3,0.613,0.031,0.338,12.3,21.6,17,8.8,3,2.1
258,Larry Nance,27,"$1,471,382",1st Round pick,"$3,743,773",25,LAL,42,922,19.4,0.618,0.016,0.344,12.6,20.2,16.4,9.1,3.1,1.8
259,Larry Nance,27,"$1,471,382",1st Round pick,"$3,743,773",25,CLE,20,445,22,0.605,0.057,0.329,11.8,24.5,18.2,8.2,3,2.9
260,Larry Drew,62,"$148,318",,$0,27,NOP,7,55,6.3,0.441,0.353,0,4.1,0,2,19.1,0,0
261,Larry Drew,62,"$148,318",,$0,27,PHI,3,15,-9.4,0.143,0.429,0,7.5,0,3.6,17.3,0,0
262,Larry Drew,62,"$148,318",,$0,27,TOT,10,70,3,0.354,0.375,0,4.8,0,2.3,18.7,0,0
263,Langston Galloway,62,"$6,666,667",MLE,"$21,000,000",26,DET,54,782,12.3,0.509,0.648,0.112,1.7,10.2,5.8,10.3,1.9,0.6
264,Lance Thomas,62,"$6,655,325",Cap Space,"$13,774,975",29,NYK,70,1302,6.4,0.512,0.476,0.21,3.7,10.5,7.1,4.3,1.1,0.9
265,Lance Stephenson,40,"$4,180,000",Cap space,"$4,180,000",27,IND,78,1747,12.4,0.501,0.321,0.173,3.7,21.2,12.6,18.4,1.2,0.8
266,LaMarcus Aldridge,2,"$21,461,010",Cap Space,"$76,808,025",32,SAS,72,2416,25.2,0.573,0.07,0.303,10.8,17.1,14,11.5,0.8,3
267,Kyrie Irving,1,"$18,868,625",Bird Rights,"$38,967,813",25,BOS,60,1931,25.1,0.61,0.374,0.24,1.9,10.8,6.4,30.9,1.7,0.7
268,Kyle Singler,33,"$4,666,500",Bird Rights,"$9,662,500",29,OKC,12,59,5.9,0.43,0.238,0.619,1.8,17.5,9.4,4.8,0.8,0
269,Kyle O'Quinn,49,"$4,087,500",Bird Rights,"$4,087,500",27,NYK,73,1289,19.4,0.623,0.037,0.339,9,28,18.6,16.9,1.3,6
270,Kyle Lowry,24,"$28,703,704",Bird Rights,"$93,000,000",31,TOR,74,2387,19.6,0.6,0.63,0.283,3.1,16.1,9.7,30.4,1.7,0.5
271,Kyle Kuzma,27,"$1,423,560",1st Round Pick,"$3,113,400",22,LAL,76,2383,14.4,0.551,0.418,0.201,4,17.4,10.7,9.2,1,1.1
272,Kyle Korver,51,"$7,000,000",Bird Rights,"$18,000,000",36,CLE,70,1516,13.5,0.651,0.779,0.149,0.7,10.8,5.8,8,0.9,1.5
273,Kyle Collinsworth,62,"$92,160",,"$142,160",26,DAL,29,409,9.8,0.439,0.185,0.444,7.4,17.9,12.5,15.1,2,1.3
274,Kyle Anderson,30,"$2,151,704",1st Round Pick,"$2,151,704",24,SAS,71,1906,15.7,0.579,0.13,0.326,4.7,17.8,11.2,14.7,2.9,2.5
275,Kristaps Porzingis,4,"$4,503,600",1st round pick,"$10,200,654",22,NYK,48,1553,20.4,0.539,0.256,0.309,4.5,18.1,11.3,6.3,1.1,6.4
276,Kris Dunn,5,"$4,046,760",1st Round pick,"$8,267,760",23,CHI,52,1525,14.5,0.488,0.201,0.173,1.6,14.3,7.8,33.3,3.3,1.6
277,Kosta Koufos,23,"$8,393,000",Cap Space,"$8,393,000",28,SAC,71,1391,17.5,0.566,0,0.19,11.7,27.8,19.3,9.7,1.7,2.2
278,Kobi Simmons,62,$0,,$0,20,MEM,28,523,6.9,0.459,0.172,0.106,2.8,7.3,5,15.5,1.7,0.9
279,Klay Thompson,11,"$17,826,150",1st Round Pick,"$36,814,875",27,GSW,69,2369,16.1,0.601,0.442,0.087,1.4,10.3,6.2,11.5,1.1,1.1
280,Khris Middleton,39,"$14,100,000",Bird Rights,"$27,100,000",26,MIL,78,2857,17.4,0.579,0.327,0.282,1.7,15.2,8.5,17.6,2,0.6
281,Khem Birch,62,"$815,615",Minimum Salary,"$815,615",25,ORL,38,481,14.6,0.543,0,0.388,13.9,19.6,16.7,8.9,1.1,3
282,Kevon Looney,30,"$1,471,382",1st Round pick,"$1,471,382",21,GSW,62,819,14.4,0.581,0.024,0.455,10.9,15.4,13.3,6.1,1.8,4.9
283,Kevin Love,5,"$22,642,350",Bird Rights,"$46,761,375",29,CLE,56,1556,22.4,0.608,0.441,0.367,7.2,30.3,18.9,9.6,1.3,1.3
284,Kevin Durant,2,"$25,000,000",Non-Bird Rights,"$25,000,000",29,GSW,64,2196,26.2,0.643,0.337,0.331,1.7,19.4,11.2,25.3,1,4.2
285,Kentavious Caldwell-Pope,8,"$17,745,894",Cap space,"$17,745,894",24,LAL,70,2377,13.5,0.57,0.523,0.25,2.6,14.4,8.5,9.3,2.1,0.5
286,Kent Bazemore,62,"$16,910,113",Cap Space,"$35,000,000",28,ATL,65,1789,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2
287,Kenneth Faried,22,"$12,921,348",1st Round Pick,"$26,685,393",28,DEN,32,461,17.4,0.552,0.007,0.345,16.7,20.8,18.7,5.8,1.3,2.4
288,Kemba Walker,9,"$12,000,000",1st Round Pick,"$24,000,000",27,CHO,77,2663,20.7,0.571,0.441,0.307,1.2,8.8,4.9,27.5,1.6,0.8
289,Kelly Oubre,15,"$2,093,040",1st round pick,"$5,301,670",22,WAS,77,2121,12.2,0.539,0.465,0.299,3.1,15.5,9.3,6.4,1.7,1.4
290,Kelly Olynyk,13,"$10,607,169",Cap space,"$33,412,581",26,MIA,73,1720,18,0.615,0.44,0.27,5.6,21.4,13.5,18.8,1.8,1.7
291,Kay Felder,54,"$1,312,611",,"$456,529",22,DET,1,3,-31.6,0,0.5,0,35.9,0,18.4,0,0,0
292,Kay Felder,54,"$1,312,611",,"$456,529",22,CHI,14,134,3.6,0.386,0.273,0.182,0.8,10.8,5.6,23,1.1,0.7
293,Kay Felder,54,"$1,312,611",,"$456,529",22,TOT,15,137,2.9,0.375,0.279,0.176,1.5,10.5,5.9,22.5,1.1,0.6
294,Kawhi Leonard,15,"$18,868,625",Bird Rights,"$38,967,814",26,SAS,9,210,26,0.572,0.315,0.342,3.1,19.1,11.1,17.7,4.3,3.6
295,Karl-Anthony Towns,1,"$6,216,840",1st round pick,"$6,216,840",22,MIN,78,2770,24.8,0.645,0.249,0.351,9.3,30.9,20,10.7,1.1,3.5
296,Kadeem Allen,53,$0,,$0,25,BOS,14,79,-3.1,0.222,0.571,0.286,2.8,6.8,4.9,9.9,1.3,1.1
297,Jusuf Nurkic,16,"$2,947,305",1st Round Pick,"$2,947,305",23,POR,75,1966,19.1,0.529,0.008,0.292,9.6,26.8,18.3,11.6,1.5,4.3
298,Justise Winslow,10,"$2,705,040",1st round pick,"$6,153,966",21,MIA,65,1587,11.5,0.498,0.271,0.208,4.2,20.4,12.3,13,1.6,1.8
299,Justin Patton,16,"$2,247,480",1st Round Pick,"$4,915,080",20,MIN,1,4,19.8,0.5,0,0,0,0,0,0,12.5,0
300,Justin Jackson,15,"$2,365,560",1st Round Pick,"$5,173,440",22,SAC,65,1413,9.8,0.53,0.429,0.09,2.1,12.9,7.2,7.3,1,0.8
301,Justin Holiday,62,"$4,615,385",MLE,"$9,000,001",28,CHI,69,2180,10.9,0.518,0.574,0.211,1.5,12.6,6.8,9.9,1.7,1.3
302,Justin Anderson,21,"$1,579,440",1st Round pick,"$4,095,488",24,PHI,36,485,11.9,0.523,0.486,0.197,4.9,13.9,9.6,7.3,1.4,1
303,Julyan Stone,62,"$1,524,305",Minimum Salary,"$1,524,305",29,CHO,20,106,6.7,0.635,1,0.286,0,24,11.7,19.5,0.9,1.6
304,Julius Randle,7,"$4,149,242",1st Round Pick,"$4,149,242",23,LAL,78,2099,19.8,0.605,0.05,0.468,8.8,22.8,15.8,15.6,0.9,1.7
305,Juan Hernangomez,15,"$2,076,840",1st Round pick,"$4,243,200",22,DEN,24,275,10,0.517,0.662,0.162,7.4,14.7,11.1,5.9,1.1,0.9
306,Jrue Holiday,17,"$25,686,667",Bird Rights,"$104,080,000",27,NOP,77,2788,17.4,0.566,0.288,0.193,2.3,10.9,6.8,24.5,1.9,1.7
307,Josh Smith,17,"$5,400,000",,"$16,200,000",32,NOP,3,12,3.5,0.25,0,0,28.1,8.8,18.1,0,0,0
308,Josh Richardson,40,"$1,471,382",Minimum Salary,"$31,671,382",24,MIA,78,2601,13.7,0.556,0.385,0.159,2.9,8.9,5.9,13.1,2.3,2.4
309,Josh McRoberts,37,"$6,021,175",,"$6,021,175",30,DAL,2,6,-12.5,0,1,0,0,0,0,0,0,0
310,Josh Magette,62,$0,,$0,28,ATL,18,216,11.9,0.464,0.478,0.174,1,8.8,4.9,36.5,1.8,0.4
311,Josh Jackson,4,"$5,090,040",1st Round Pick,"$11,131,560",20,PHO,76,1929,11.8,0.482,0.235,0.296,4.8,14.2,9.4,10.2,1.9,1.4
312,Josh Huestis,29,"$1,471,382",,"$1,471,382",26,OKC,67,979,5.3,0.413,0.628,0.111,4.6,14,9.1,2.7,0.8,4
313,Josh Hart,30,"$1,394,520",1st Round Pick,"$3,049,680",22,LAL,59,1312,11.2,0.579,0.53,0.243,3.1,16,9.6,7.7,1.5,0.9
314,Josh Gray,62,"$92,160",,"$92,160",24,PHO,5,86,7.3,0.349,0.317,0.268,2.4,10.1,6.2,20.8,4.5,1.9
315,Jose Calderon,62,"$2,328,652",Minimum Salary,"$2,328,652",36,CLE,55,888,11.5,0.652,0.517,0.167,1.7,8.3,5,17.8,1.5,0.2
316,Jordan Mickey,33,"$1,471,382",Minimum Salary,"$1,471,382",23,MIA,23,284,10.6,0.515,0.195,0.232,7.1,25.3,16.3,4.8,1.1,3
317,Jordan Crawford,27,"$250,000",,"$250,000",29,NOP,2,37,15.7,0.643,0.357,0,6.1,2.8,4.4,35.7,0,2.2
318,Jordan Clarkson,46,"$11,562,500",Cap Space,"$37,500,000",25,LAL,53,1256,17,0.532,0.315,0.198,3.8,9.7,6.8,22.8,1.5,0.2
319,Jordan Clarkson,46,"$11,562,500",Cap Space,"$37,500,000",25,TOT,77,1819,16.7,0.543,0.337,0.202,3.3,9.2,6.3,19.4,1.5,0.3
320,Jordan Clarkson,46,"$11,562,500",Cap Space,"$37,500,000",25,CLE,24,563,16,0.574,0.394,0.213,2.2,8.2,5.3,11.9,1.4,0.5
321,Jordan Bell,38,"$815,615",Minimum Salary,"$2,193,867",23,GSW,53,774,18.7,0.646,0.017,0.235,9.2,19.2,14.6,17.2,2.1,5.7
322,Jonathon Simmons,62,"$6,300,000",Cap space,"$13,300,000",28,ORL,69,2029,12.8,0.555,0.268,0.317,3.3,9.7,6.5,13.3,1.4,0.6
323,Jonathan Isaac,6,"$4,186,320",1st Round Pick,"$9,155,400",20,ORL,27,536,9.8,0.465,0.317,0.172,3.3,17.2,10.2,4.8,3,4.5
324,Jonas Valanciunas,5,"$15,460,675",1st Round Pick,"$32,000,001",25,TOR,74,1657,22.3,0.625,0.108,0.31,12.2,30.3,21.4,7.6,0.9,3.1
325,Jonas Jerebko,39,"$4,000,000",Cap space,"$4,000,000",30,UTA,70,1069,13,0.573,0.45,0.171,5.5,19.5,12.6,5.9,1.1,0.9
326,Jon Leuer,40,"$10,497,319",Cap Space,"$30,008,043",28,DET,8,136,8.9,0.505,0.083,0.417,5.5,20.7,13,5.3,0.4,2
327,Johnny O'Bryant,36,"$1,524,305",,"$1,524,305",24,CHO,36,379,12,0.47,0.251,0.146,8.1,18.7,13.3,5.9,1.2,1.3
328,Johnathan Motley,62,$0,,$0,22,DAL,8,91,15.6,0.559,0.032,0.677,5.9,26.4,15.9,5.6,0.6,2
329,John Wall,1,"$18,063,850",Bird Rights,"$159,705,650",27,WAS,39,1335,18.5,0.507,0.249,0.358,1.9,9.9,5.9,43.6,1.9,2.7
330,John Holland,62,$0,,$0,29,CLE,22,136,4.8,0.387,0.65,0.15,3.3,12.2,7.8,3.9,2.2,1.3
331,John Henson,14,"$11,422,536",1st Round Pick,"$31,732,398",27,MIL,72,1869,15.8,0.587,0.015,0.318,9.1,21.6,15.4,8.5,1.1,4.8
332,John Collins,19,"$1,936,920",1st Round Pick,"$4,236,000",20,ATL,71,1690,18.4,0.624,0.083,0.34,11.2,23,17.1,8.2,1.2,4
333,Joffrey Lauvergne,55,"$1,524,305",,"$1,524,305",26,SAS,52,523,16.5,0.542,0.027,0.242,13.1,22.8,17.9,11.6,0.9,0.5
334,Joel Embiid,3,"$6,100,266",1st Round Pick,"$6,100,266",23,PHI,63,1912,22.9,0.573,0.203,0.442,8.4,29.8,19.5,18.2,1,4.8
335,Joel Bolomboy,52,"$1,312,611",,"$1,312,611",24,MIL,6,38,11.7,0.521,0.167,1,18.7,12.4,15.5,0,2.6,0
336,Joe Young,43,"$1,471,382",Cap Space,"$1,471,382",25,IND,50,520,10.2,0.522,0.351,0.17,2.4,10.8,6.7,9.8,1.3,0.2
337,Joe Johnson,10,"$9,505,000",,"$9,505,000",36,HOU,19,429,7.3,0.496,0.469,0.159,0.5,13.6,7.1,10.9,0.7,0.2
338,Joe Johnson,10,"$9,505,000",,"$9,505,000",36,UTA,32,700,9,0.492,0.372,0.106,2,15.3,8.7,9.8,0.9,0.7
339,Joe Johnson,10,"$9,505,000",,"$9,505,000",36,TOT,51,1129,8.4,0.494,0.404,0.124,1.4,14.7,8.1,10.2,0.8,0.5
340,Joe Ingles,62,"$14,136,364",Bird Rights,"$50,000,002",30,UTA,78,2461,14.3,0.622,0.652,0.115,1.1,14.1,7.7,22.4,1.8,0.6
341,Joe Harris,33,"$1,524,305",Minimum Salary,"$1,524,305",26,BRK,76,1916,13,0.626,0.576,0.169,2.8,11.3,7,9.6,0.9,0.7
342,Jodie Meeks,41,"$3,290,000",Bi-annual Exception,"$3,290,000",30,WAS,74,1087,12.3,0.545,0.528,0.3,1.6,11.3,6.5,9.1,1.3,0.3
343,Joakim Noah,9,"$17,765,000",Cap Space,"$55,590,000",32,NYK,7,40,15.6,0.51,0,0.4,16.7,22.1,19.4,14,2.5,4.3
344,Jimmy Butler,30,"$19,301,070",Bird Rights,"$39,746,849",28,MIN,56,2077,23.5,0.589,0.22,0.446,4.1,12.9,8.5,20.7,2.6,1
345,Jerryd Bayless,11,"$9,000,000",Cap Space,"$17,575,916",29,PHI,39,925,7.6,0.546,0.557,0.168,1.8,7.3,4.7,8.1,1.2,0.5
